group_souffle,negation_control,negation,negation trouvé
ça va peut-être pas vous faire plaisir mais je vais vous dire contre,V,F,o
d' accord,F,F,o
et pourquoi ?,F,F,o
parce que je trouve que la langue française est assez riche pour pouvoir trouver les mots,F,F,o
oui,F,F,o
qui correspondent à ce que l' on veut dire tout de même,F,F,o
oui,F,F,o
hum bien,F,F,o
et y a-t -il des différences selon vous dans la façon de parler français entre les gens,F,F,o
appartenant à des milieux sociaux différents ?,F,F,o
je pense pas,V,V,['pense pas']
on sent la personne bien éduquée,F,F,o
n' est -ce pas je ressens ça dans la clientèle mais ça c' est indéfinissable si vous voulez,F,V,"[""n'est-ce pas""]"
oui,F,F,o
comprenez -vous ?,F,F,o
mais vous avez des des gens qui s' expriment aussi bien chez un ouvrier quand c' est ils possèdent bien leur sujet,F,F,o
oui,F,F,o
euh évidemment c' est peut-être pas aussi châtié que quand c' est un intellectuel,V,F,o
mais enfin quand même ils savent euh très bien s' exprimer tout de même,F,F,o
oui,F,F,o
oui oui,F,F,o
d' ailleurs on n' est pas la,V,V,"[""n ' est"", 'est pas']"
euh la vallée de la Loire pour rien hein,F,F,o
oui,F,F,o
bien,F,F,o
euh hum,F,F,o
enfin c' est différent ce qui existe quand même entre euh,F,F,o
différentes catégories,F,F,o
est -ce que d' après vous euh,F,F,o
elles seraient très importantes importantes ou peu importantes ?,F,F,o
peu importantes,F,F,o
oui,F,F,o
bien,F,F,o
est -ce que d' après vous les gens parleraient de mieux en mieux de plus en plus mal ou sans changement ?,F,F,o
ah non de mieux en mieux,F,F,o
de mieux en mieux oui et à quoi cela tient d' après vous ?,F,F,o
bah justement parce que je crois que l' éducation est un petit peu plus poussée l' instruction est un peu plus poussée,F,F,o
oui,F,F,o
parmi vos vos connaissances,F,F,o
quelle est la personne qui parle le mieux le français ?,F,F,o
des personnes que vous connaissez ?,F,F,o
il faut que je vous cite son nom ?,F,F,o
euh,F,F,o
euh,F,F,o
non,F,F,o
la profession enfin,F,F,o
plutôt,F,F,o
eh bien c' est euh,F,F,o
oui,F,F,o
oui mais enfin entre autres euh,F,F,o
c' est madame NPERS,F,F,o
tu trouves ?,F,F,o
ah oui,F,F,o
c' est qui ?,F,F,o
madame plus,F,F,o
madame NPERS,F,F,o
madame NPERS ce sont euh,F,F,o
justement la la femme qui qui est mariée avec un,F,F,o
colonel américain,F,F,o
une Française,F,F,o
ah oui,F,F,o
d' ailleurs,F,F,o
oui,F,F,o
bon madame NPERS,F,F,o
madame NPERS oui,F,F,o
oui si hein,F,F,o
quand même,F,F,o
oh si,F,F,o
hum,F,F,o
oui,F,F,o
et euh,F,F,o
parmi les gens que vous êtes amené à entendre euh parler euh,F,F,o
sans forcément les connaître,V,F,o
hum,F,F,o
qui est -ce qui,F,F,o
vous avez entendu qui vous semblait parler le mieux ?,F,F,o
euh vous parlez euh,F,F,o
des gens qui qui vous,F,F,o
avez entendu parler en public euh .,F,F,o
euh sans parler de la télévision ou autre euh ?,F,F,o
y compris la,F,F,o
télévision ou autre,F,F,o
y compris la télévision,F,F,o
ah c' est maître Floriot moi je crois,F,F,o
oui,F,F,o
est -ce qu' il y a en France un organisme qui di- qui décide si un mot ou une expression fait partie ou non du français ?,F,F,o
ah oui,F,F,o
oui,F,F,o
lequel ?,F,F,o
eh bien c' est le l' Académie Française je,F,F,o
crois,F,F,o
oui,F,F,o
est -ce que vous trouvez que c' est,F,F,o
très utile utile ou sans utilité ?,F,F,o
ah c' est utile,F,F,o
utile,F,F,o
non très utile,F,F,o
très utile,F,F,o
très utile,F,F,o
oui d' accord,F,F,o
on dit quelquefois que la langue française se dégrade,F,F,o
qu' en pensez -vous ?,F,F,o
est -ce que vous pensez que c' est juste ?,F,F,o
pense pas non d' après ce que je viens de vous dire puisque moi je trouve quand même que les gens s' expriment de mieux en mieux quand même,F,F,o
oui,F,F,o
si vous voulez y a trente ans que je suis établi,F,F,o
eh bien si je compare par exemple euh mes clientes euh qui ont alors soixante-cinq ou soixante-dix ans,F,F,o
bon bah on parle un langage moins quand même euh beaucoup plus commun euh,F,F,o
hein avec beaucoup plus de fautes d' orthographe que que les jeunes,F,F,o
actuellement,F,F,o
oui,F,F,o
ah oui sûr,F,F,o
oui oui d' accord,F,F,o
est -ce que vous seriez favorable à un contrôle des journalistes euh ou des professeurs des speakers euh de la télévision ou de la radio du point de vue de leur langage ?,F,F,o
pardon j' ai pas,V,V,['ai pas']
compris,F,F,o
est -ce que vous,F,F,o
seriez favorable à un contrôle du langage des speakers des professeurs,F,F,o
des journalistes à la télévision à la radio ?,F,F,o
oui on leur reproche quelques coqs-à-l'âne mais remarquez que moi je ne suis pas,V,F,o
assez ferré dans notre langue pour pouvoir,F,F,o
qu- quelquefois on le,F,F,o
remarque,F,F,o
oui,F,F,o
on le remarque,F,F,o
oui,F,F,o
oui,F,F,o
si on le remarque,F,F,o
ah vous vous seriez euh,F,F,o
très favorable ou favorable ou,F,F,o
oh favorable,F,F,o
oui quand même qu' il y ait quand même une sélection parce qu' ils sont là quand même pour représenter la langue,F,F,o
française,F,F,o
oui,F,F,o
oui,F,F,o
et comment est -ce que ce contrôle devrait se ?,F,F,o
oh je sais pas moi c' est quand même l' OR- l' ORTF,V,V,['sais pas']
à faire passer quand même un concours à ce moment -là je,F,F,o
pense que,F,F,o
hum hum,F,F,o
quand même le le français ça serait,F,F,o
euh la base élémentaire,F,F,o
oui,F,F,o
oui,F,F,o
pour faire un speaker ou une speakerine,F,F,o
d' accord,F,F,o
aujourd'hui euh,F,F,o
à votre avis euh est -ce que l' orthographe et la correction de la langue sont bien enseignées euh,F,F,o
bon,F,F,o
mieux ou moins bien que du temps où vous étiez vous -même à l' école ?,F,F,o
par exemple l' orthographe,F,F,o
est -ce qu' elle est aussi bien mieux ou moins bien en- moins bien enseignée d' après vous ?,F,F,o
j' ai l' impression qu' elle est mieux enseignée hein,F,F,o
c' est plus condensé que,V,V,['est plus']
lorsque j' allais,F,F,o
hum,F,F,o
à l' école d' après mes enfants,F,F,o
oui,F,F,o
et la correction de la langue en général ?,F,F,o
je peux pas vous répondre,V,V,['peux pas']
oh non,F,F,o
franchement,F,F,o
non,F,F,o
je peux pas vous répondre,V,V,['peux pas']
et le le fait que l' orthographe soit mieux enseignée ça tient à quoi d' après vous ?,F,F,o
parce que je crois que les études ont été plus poussées et puis qu' on aperçoit maintenant que les enfants ont une facilité beaucoup plus grande,F,F,o
euh que l' on croyait pour pouvoir euh,F,F,o
euh,F,F,o
comment dirais -je,F,F,o
assimiler,F,F,o
assimiler,F,F,o
oui assimiler,F,F,o
hum hum hum hum,F,F,o
la,F,F,o
euh dans quelle matière étiez -vous le plus fort à l' école ?,F,F,o
bah c' est peut-être ça quand même l' orthographe,F,F,o
oui,F,F,o
c' est peut-être un paradoxe,F,F,o
mais enfin,F,F,o
et un une autre matière deuxième matière aurait été quoi ?,F,F,o
l' histoire,F,F,o
l' histoire oui,F,F,o
est -ce que vous avez habituellement,F,F,o
euh,F,F,o
quelque chose pour écrire sur vous ?,F,F,o
non,F,F,o
non,F,F,o
est -ce que vous avez un stylo à encre ?,F,F,o
ah oui,F,F,o
oui,F,F,o
euh à la suite de quelle circonstance est -ce que vous avez eu pour la première fois un stylo à encre ?,F,F,o
oh depuis toujours ça je trouve que ça,F,F,o
oui,F,F,o
ça fait partie ça,F,F,o
depuis toujours ça veut dire depuis,F,F,o
votre enfance ?,F,F,o
oui,F,F,o
depuis depuis dix-huit vingt ans quoi enfin de de,F,F,o
pas depuis ma sortie de l' école bien sûr mais enfin dès que j' ai pu,F,F,o
euh avoir l' occasion d' écrire un rapport,F,F,o
j' ai estimé bon,F,F,o
d' accord,F,F,o
d' avoir un stylo à encre,F,F,o
euh hum,F,F,o
depuis quand n' avez -vous pas écrit ?,V,F,o
maintenant est -ce que,F,F,o
huit quinze jours y a,F,F,o
pas de,F,F,o
oui,F,F,o
semaines que,F,F,o
et,F,F,o
la dernière fois est -ce que je peux vous demander pourquoi vous aviez écrit ?,F,F,o
c' était pour un un camarade à Paris un de mes amis à Paris une,F,F,o
lettre,F,F,o
une lettre,F,F,o
une lettre oui,F,F,o
oui,F,F,o
oui,F,F,o
je m' excuse de presser,F,F,o
ça mais euh,F,F,o
oui oui oui allez -y allez -y,F,F,o
ça va aller au bout ?,F,F,o
ça va aller au bout oh ça ne fait rien on pourra,F,F,o
retourner,F,F,o
oui,F,F,o
mais,F,F,o
oui,F,F,o
si je je n' ai pas besoin c' est encore mieux,V,V,"[""n ' ai"", 'ai pas']"
euh est -ce que vous avez besoin d' écrire pour votre travail ?,F,F,o
ah je euh attendez voir surtout au point de vue comptabilité oui,F,F,o
oui,F,F,o
oh ça constamment deux ou trois heures par jour,F,F,o
d' accord,F,F,o
est -ce que vous portez habituellement sur vous un carnet un agenda,F,F,o
ou,F,F,o
oui,F,F,o
quelque chose pour écrire oui,F,F,o
euh qu' est -ce que c' est exactement euh ?,F,F,o
bah un journalier euh tenez voyez,F,F,o
ah bien je le je l' ai dans mon,F,F,o
dans mon autre veston,F,F,o
d' accord,F,F,o
oui c' est un petit carnet journalier,F,F,o
oui,F,F,o
un agenda journalier,F,F,o
oui,F,F,o
si vous deviez écrire à,F,F,o
si vous aviez quelque chose à dire à une personne habitant à cinq kilomètres de chez vous,F,F,o
est -ce que vous préféreriez vous déplacer ou lui écrire une lettre ?,F,F,o
me,F,F,o
déplacer,F,F,o
si,F,F,o
par exemple,F,F,o
tout d' abord,F,F,o
oui oui,F,F,o
si cette personne était un de vos amis est -ce que vous préféreriez,F,F,o
ah je préférerais me déplacer oui,F,F,o
vous déplacer oui,F,F,o
et si c' était quelqu'un que vous considéreriez comme étant socialement supérieur ?,F,F,o
j' aimerais peut-être encore aussi,F,F,o
me déplacer,F,F,o
oui,F,F,o
vous déplacer,F,F,o
pourquoi ?,F,F,o
oui,F,F,o
parce que justement parce que ce complexe de de de faire de,F,F,o
de la syntaxe comprenez -vous ?,F,F,o
oui oui oui,F,F,o
est -ce qu' il est important selon vous,F,F,o
très important important,F,F,o
peu important ou sans aucune importance d' avoir,F,F,o
une belle écriture ?,F,F,o
très important important peu important ou sans aucune importance ?,F,F,o
euh important tout de même hein pas très important mais important tout de même,F,F,o
oui,F,F,o
a priori lorsque vous voyez une en-tête de lettre euh bien écrite euh c' est un préjugé favorable,F,F,o
oui,F,F,o
est -ce qu' il est important selon vous d' avoir de l' orthographe ?,F,F,o
ah oui,F,F,o
même chose très important important ?,F,F,o
oh très important pour moi c' est,F,F,o
oui,F,F,o
et pourquoi ?,F,F,o
j- ah j' aurais aimé écrire parfaitement le français,F,F,o
oui,F,F,o
est -ce que vous seriez favorable,F,F,o
très favorable favorable défavorable ou très défavorable,F,F,o
à une réforme de l' orthographe ?,F,F,o
oh non je suis pas habilité à vous répondre,F,F,o
d' accord,F,F,o
euh,F,F,o
qui de vous ou de votre euh femme,F,F,o
écrit habituellement aux personnes suivantes euh,F,F,o
ou bien indifféremment n' est -ce pas ?,F,V,"[""n'est-ce pas""]"
hum,F,F,o
à des amis communs ?,F,F,o
c' est ma femme,F,F,o
hum oui,F,F,o
euh la la famille à votre famille à vous ?,F,F,o
en général c' est ma femme ah,F,F,o
oui,F,F,o
presque euh toujours qui s' occupe,F,F,o
du courrier,F,F,o
et à la famille,F,F,o
de votre femme ?,F,F,o
pareil c' est,F,F,o
elle oui,F,F,o
oui pourquoi est -ce que,F,F,o
c' est elle qui écrit dans ces cas -là ?,F,F,o
je,F,F,o
voyez là y a eu euh comment dirais -je un,F,F,o
un moment où c' était moi qui écrivais,F,F,o
oui,F,F,o
et puis alors après du fait de l' augmentation de l' activité que je vous ai signalée,F,F,o
tout à l' heure,F,F,o
oui,F,F,o
comprenez ?,F,F,o
j' ai négligé,F,F,o
alors ma femme était forcée d' écrire,F,F,o
puis c' est devenu une habitude et puis maintenant c' est elle qui écrit,F,F,o
d' accord,F,F,o
et pour les papiers administratifs,F,F,o
ah non,F,F,o
euh,F,F,o
ça c' est moi,F,F,o
feuilles d' impôts c' est vous,F,F,o
oui,F,F,o
oui euh,F,F,o
feuilles de sécurité sociale,F,F,o
de maladie,F,F,o
tout tout ça c' est moi,F,F,o
euh et autres ?,F,F,o
c' est vous oui,F,F,o
et pourquoi là c' est vous dans ces cas -là ?,F,F,o
eh bien parce que là ça fait partie de de la partie commerciale,F,F,o
un peu alors,F,F,o
c' est ça oui,F,F,o
évidemment ça,F,F,o
c' est mon domaine ça me concerne,F,F,o
et,F,F,o
qui de vous deux possède la meilleure orthographe ?,F,F,o
d' après vous ?,F,F,o
je crois que c' est ma femme,F,F,o
oui,F,F,o
la plus belle écriture ?,F,F,o
toi,F,F,o
peut-être oui,F,F,o
hum,F,F,o
oui,F,F,o
et d' après vous qui est -ce qui des deux parle le meilleur français ?,F,F,o
parle le meilleur français ?,F,F,o
ma femme,F,F,o
oui,F,F,o
et écrit euh dans le meilleur français ?,F,F,o
oui je lui demanderais son avis souvent pour euh écrire,F,F,o
un mot,F,F,o
oui,F,F,o
si j' ai la,F,F,o
la fainéantise de me déplacer pour prendre le dictionnaire je lui dirai crois -tu que tel mot ça s' écrit comme ci ou comme ça ?,F,F,o
oui,F,F,o
oui oui,F,F,o
et c' est valable en général,F,F,o
oui,F,F,o
oui,F,F,o
euh,F,F,o
pour votre travail combien de lettres écrivez -vous en moyenne par mois ?,F,F,o
oh,F,F,o
huit dix,F,F,o
euh par mois ?,F,F,o
par mois oui,F,F,o
oh oui,F,F,o
une trentaine,F,F,o
une trentaine oui,F,F,o
et euh en dehors de votre travail ?,F,F,o
ah non alors pas puisque,F,F,o
c' est ma,F,F,o
femme qui,F,F,o
non,F,F,o
s' en occupe,F,F,o
à part les papiers administratifs ou commerciaux,F,F,o
d' accord,F,F,o
oui,F,F,o
euh hum,F,F,o
est -ce que vous conservez les lettres qu' on vous envoie toujours très souvent souvent assez,F,F,o
rarement rarement ou,F,F,o
rarement,F,F,o
jamais ?,F,F,o
rarement,F,F,o
rarement,F,F,o
mais vous en,F,F,o
rarement,F,F,o
conservez,F,F,o
quand même,F,F,o
oui,F,F,o
oui quelques--unes euh un certain temps puis après je les les laisse,F,F,o
oui,F,F,o
oui,F,F,o
lesquelles est -ce que vous conserveriez un certain temps ?,F,F,o
bien la lettre euh,F,F,o
d' un ami parce que justement,F,F,o
euh j' appelle un certain temps quinze jours trois semaines si j' ai à répondre,F,F,o
alors je la laisse là sous le coude de manière à dire il faut que je réponde à cette,V,F,o
lettre comprenez -vous ?,F,F,o
oui oui oui,F,F,o
après si je juge qu' elle a plus d' importance euh je je la jette,V,V,['a plus']
oui,F,F,o
y a certaines lettres que je garde quand même parce que c' est,F,F,o
c' est des lettres amicales et que j' y suis sensible,F,F,o
oui oui oui,F,F,o
est -ce que vous en avez par exemple en ce moment ?,F,F,o
euh non là pour l' instant non,F,F,o
d' accord,F,F,o
est -ce qu' il y aurait,F,F,o
ça votre femme va pas être contente,V,V,['va pas']
ah non non non on n' est pas encore là,F,F,o
quand vous écrivez à vos amis euh est -ce que vous faites un brouillon ?,F,F,o
non,F,F,o
non,F,F,o
est -ce que vous faites attention aux fautes d' orthographe ?,F,F,o
oui,F,F,o
oui,F,F,o
est -ce que vous relisez ?,F,F,o
oui,F,F,o
oui,F,F,o
euh,F,F,o
quel instrument est -ce que vous utilisez pour écrire à vos amis ?,F,F,o
un stylo,F,F,o
stylo à,F,F,o
encre stylo à bille ?,F,F,o
oui stylo à encre,F,F,o
stylo à encre,F,F,o
oui,F,F,o
euh hum,F,F,o
quel type de papier utilisez -vous ?,F,F,o
le quadrillé,F,F,o
quadrillé oui,F,F,o
euh hum,F,F,o
si vous devez écrire un ou deviez écrire une lettre euh,F,F,o
d' un mot d' excuse à l' école est -ce que vous feriez un brouillon ?,F,F,o
ah oui,F,F,o
oui,F,F,o
vous feriez attention à l' orthographe ?,F,F,o
ah oui plus,F,F,o
que jamais oui,F,F,o
et vous utiliseriez,F,F,o
quel euh,F,F,o
quel euh instrument ?,F,F,o
même chose stylo à encre,F,F,o
ah oui,F,F,o
oui,F,F,o
d' accord et quel papier ?,F,F,o
euh le papier quadrillé aussi,F,F,o
d' accord,F,F,o
et si vous devez écrire à votre supérieur dans le travail,F,F,o
est -ce que vous feriez un brouillon ?,F,F,o
ah oui sûr,F,F,o
oui,F,F,o
vous feriez attention aux orthographes ?,F,F,o
aussi oui,F,F,o
vous utiliseriez le même,F,F,o
papier,F,F,o
instrument et le même papier,F,F,o
bon,F,F,o
euh hum,F,F,o
est -ce que vous utilisez euh d' autre papier pour vos,F,F,o
autre chose ?,F,F,o
non,F,F,o
non,F,F,o
d' accord,F,F,o
c' est bête,F,F,o
si ces bandes,F,F,o
vous avez,F,F,o
sont un peu courtes et j' ai toujours,F,F,o
peur que,F,F,o
alors ça c' est,F,F,o
dommage,F,F,o
ça vienne à,F,F,o
finir que je serais obligé de retourner mais enfin c' est c' est pas,V,V,['est pas']
de toute façon comme c' est un questionnaire un peu fermé on pourra revenir dessus,F,F,o
oui,F,F,o
euh oui oui justement je vous disais,F,F,o
est -ce qu' il y aurait,F,F,o
des choses dans la façon de parler de votre femme qui vous agaceraient ?,F,F,o
non,F,F,o
non,F,F,o
est -ce que vous il vous arrive de la reprendre euh quand elle parle ?,F,F,o
non,F,F,o
non,F,F,o
euh,F,F,o
est -ce qu' il y a des choses dans votre façon de parler qui l' agacent ?,F,F,o
elle ?,F,F,o
ah ça peut-être,F,F,o
euh oui,F,F,o
euh quoi par exemple ?,F,F,o
oui,F,F,o
elle me trouve trop bavard,F,F,o
trop bavard oui,F,F,o
oui bah oui,F,F,o
c' est notre chance,F,F,o
et il lui arrive de vous reprendre ?,F,F,o
non elle me dit va au fait,F,F,o
euh hum,F,F,o
alors euh lequel,F,F,o
qui des deux ré- reprend l' autre le plus souvent ?,F,F,o
oh bah,F,F,o
euh vous savez c' est non c' est pratiquement c' est rare hein,F,F,o
rare oui,F,F,o
oui,F,F,o
d' accord,F,F,o
est -ce qu' il y a quelque chose qui vous agace dans la façon de parler de vos enfants ?,F,F,o
non,F,F,o
non,F,F,o
il vous arrive de les reprendre ?,F,F,o
euh rarement parce que on se surveille mutuellement pour ça,F,F,o
oui,F,F,o
et dans les cas où vous les,F,F,o
vous auriez à les reprendre ?,F,F,o
amical,F,F,o
c' est dit amicalement,F,F,o
c' est dit amicalement,F,F,o
ah oui,F,F,o
d' accord,F,F,o
encore on en fait un jeu,F,F,o
d' accord,F,F,o
est -ce qu' il y a eu des choses que vous avez voulu leur avez interdit de de de prononcer de dire ?,F,F,o
non rarement,F,F,o
rarement,F,F,o
oui,F,F,o
oui,F,F,o
ils sont pas grossiers alors y a pas lieu,V,V,['a pas']
oui,F,F,o
vous n' avez,F,F,o
jamais,F,F,o
non,F,F,o
eu à les,F,F,o
reprendre à,F,F,o
non,F,F,o
les punir par,F,F,o
exemple pour avoir,F,F,o
ah non non,F,F,o
dit euh,F,F,o
non,F,F,o
telle ou telle chose ?,F,F,o
non non,F,F,o
bon,F,F,o
est -ce que vos,F,F,o
vos parents faisaient attention à la façon dont vous parliez ?,F,F,o
ah non non,F,F,o
non,F,F,o
et,F,F,o
hum il est -ce qu' ils prenaient des sanctions si vous disiez des choses euh ?,F,F,o
bah non parce que malheureusement vous savez euh c- c' était,F,F,o
tout à fait des,F,F,o
votre mère oui,F,F,o
ma mère,F,F,o
oui,F,F,o
et votre instituteur,F,F,o
est -ce qu' il faisait attention à la,F,F,o
façon dont vous,F,F,o
ah oui,F,F,o
parliez ?,F,F,o
oui,F,F,o
pour quel genre de choses,F,F,o
surtout ?,F,F,o
ah surtout,F,F,o
pour l' orthographe,F,F,o
orthographe,F,F,o
oui mais de dans la façon de parler ?,F,F,o
oui il bah il admettait mal que,F,F,o
que ce soit mal conjugué enfin si vous,F,F,o
voulez,F,F,o
oui,F,F,o
d' accord,F,F,o
y a autre chose non ?,F,F,o
non c' est tout ce que je vois,F,F,o
non,F,F,o
est -ce qu' il prenait des sanctions quelquefois ?,F,F,o
oh oui assez ça,F,F,o
oui,F,F,o
pour,F,F,o
il était assez,F,F,o
sévère,F,F,o
quelles quelles sanctions,F,F,o
ah bah les,F,F,o
les lignes les lignes les lignes,F,F,o
oui,F,F,o
et pour quel genre de choses ?,F,F,o
ah bah si on avait mal conjugué un verbe,F,F,o
vous étiez sûr,F,F,o
oui oui oui,F,F,o
d' avoir deux cent deux cent fois à le faire,F,F,o
bon,F,F,o
bon ça je crois que,F,F,o
on y a réussi euh,F,F,o
allez vous allez,F,F,o
en y allant très très vite à,F,F,o
à mettre tout sur la bande,F,F,o
ah bah je vous remercie beaucoup de si y a encore un petit questionnaire mais là c' est écrit alors ça n' a ça n' a pas besoin d' être enregistré,V,V,"[""n ' a"", 'a pas']"
